net,length_um
genblk1.pcpi_mul.rs2\[0\],34.84
_04048_,34.82
_14768_,34.805
_02775_,34.8
_12411_,34.8
_14462_,34.8
alu_out_q\[25\],34.8
genblk1.pcpi_mul.rs2\[5\],34.78
_08451_,34.74
_08823_,34.74
_13382_,34.74
_06702_,34.72
_06822_,34.72
_14265_,34.72
decoded_imm\[2\],34.72
_06586_,34.7
_08503_,34.68
_08681_,34.68
_12151_,34.68
_04998_,34.66
_10160_,34.66
_13531_,34.66
count_instr\[5\],34.63
_04252_,34.605
_02410_,34.6
_14088_,34.54
_09110_,34.53
_06535_,34.52
_13824_,34.52
_13843_,34.52
_12464_,34.5
_02249_,34.48
_11580_,34.42
_14615_,34.42
_06307_,34.38
_06522_,34.38
_09558_,34.38
_08971_,34.36
_11488_,34.36
_10455_,34.34
cpuregs\[10\]\[24\],34.34
_01071_,34.325
_04999_,34.32
count_instr\[62\],34.3
count_instr\[8\],34.3
_02960_,34.28
_10146_,34.28
_14359_,34.28
_14545_,34.28
_07110_,34.26
alu_shl\[21\],34.26
genblk1.pcpi_mul.rd\[20\],34.24
_13403_,34.22
_02496_,34.2
_03665_,34.2
_13347_,34.18
_14419_,34.18
_08800_,34.175
_12032_,34.14
_03499_,34.12
_05344_,34.12
_06441_,34.1
net374,34.08
_02350_,34.06
_06947_,34.06
_12699_,34.02
_04445_,33.98
count_cycle\[10\],33.98
_02664_,33.96
_10820_,33.96
instr_sra,33.96
_08129_,33.92
count_cycle\[51\],33.92
count_instr\[31\],33.92
_13876_,33.88
_14771_,33.845
_01730_,33.84
_04282_,33.84
cpuregs\[0\]\[4\],33.84
_01720_,33.82
net402,33.81
_09094_,33.8
_13159_,33.8
_13215_,33.8
_13523_,33.79
_03253_,33.78
_08375_,33.78
_03249_,33.76
_04851_,33.76
_11682_,33.76
_02464_,33.72
_07674_,33.72
_08444_,33.72
_11088_,33.72
_02210_,33.68
_04352_,33.68
_04577_,33.68
_13013_,33.68
_06514_,33.66
_10607_,33.66
_12279_,33.65
instr_sb,33.635
_01724_,33.6
_08497_,33.56
_10990_,33.56
_12724_,33.56
_10236_,33.54
_12803_,33.54
_07604_,33.52
_11510_,33.52
_06517_,33.5
_10059_,33.5
_14526_,33.5
instr_srai,33.48
_00625_,33.475
_02463_,33.46
_05052_,33.46
_13075_,33.435
_07911_,33.42
_13391_,33.42
instr_bgeu,33.4
_12104_,33.39
_04986_,33.34
_03009_,33.32
_07428_,33.32
_05400_,33.3
_12358_,33.3
_13711_,33.3
_08843_,33.29
_10623_,33.28
_02353_,33.26
_04040_,33.26
_04873_,33.26
_12879_,33.26
_13021_,33.26
_04424_,33.22
cpuregs\[9\]\[3\],33.22
_10742_,33.2
alu_shr\[21\],33.14
_02434_,33.135
_08990_,33.1
_11245_,33.1
_12614_,33.1
_13278_,33.1
alu_shr\[28\],33.1
_12621_,33.09
_06503_,33.08
_08507_,33.08
_05043_,33.04
_07600_,33.04
count_instr\[60\],33.03
_07287_,33.015
_02160_,33
_09829_,33
_14225_,33
_02992_,32.96
_03101_,32.96
genblk1.pcpi_mul.rd\[22\],32.94
_07129_,32.935
_09123_,32.92
_09926_,32.92
count_cycle\[42\],32.92
_09246_,32.9
_11928_,32.9
_10381_,32.88
_12819_,32.88
_14074_,32.88
timer\[6\],32.88
clknet_leaf_136_clk,32.88
_09324_,32.86
_10144_,32.86
_07703_,32.85
_14745_,32.835
_06979_,32.78
_04429_,32.76
_04742_,32.76
_09797_,32.76
alu_shl\[12\],32.76
alu_shr\[14\],32.76
_09232_,32.74
_12663_,32.74
_13277_,32.74
_02151_,32.72
count_cycle\[23\],32.72
_05033_,32.66
_11581_,32.64
_13567_,32.64
_14436_,32.64
cpuregs\[12\]\[5\],32.64
_03764_,32.62
_04682_,32.62
_09657_,32.61
_13102_,32.6
_04515_,32.58
_14626_,32.58
_04250_,32.56
_07926_,32.54
_13707_,32.54
cpuregs\[1\]\[26\],32.54
_13378_,32.52
_03732_,32.5
_02871_,32.48
_13302_,32.48
_01580_,32.44
_03316_,32.44
_04602_,32.42
_04944_,32.42
_06398_,32.42
_08381_,32.42
_13035_,32.42
_12133_,32.38
_14197_,32.38
cpuregs\[7\]\[20\],32.38
_13545_,32.35
alu_shl\[31\],32.34
_05130_,32.3
_12061_,32.3
_11979_,32.285
_01871_,32.28
_13338_,32.28
alu_out_q\[16\],32.28
reg_next_pc\[3\],32.275
_00619_,32.25
_06941_,32.24
_04673_,32.22
_04007_,32.2
_12913_,32.2
_13414_,32.2
_04935_,32.18
_09882_,32.16
_14347_,32.16
_14365_,32.16
_10964_,32.14
_00095_,32.125
_13143_,32.12
_03479_,32.08
_06311_,32.08
_08345_,32.08
_09115_,32.08
_09405_,32.08
_01949_,32.06
_14621_,32.04
_12638_,32
_14696_,32
_14697_,32
_07966_,31.98
_11654_,31.98
cpuregs\[2\]\[27\],31.98
_09181_,31.96
_09987_,31.96
_10814_,31.96
_09851_,31.94
_13927_,31.94
_02956_,31.92
_02485_,31.9
_13623_,31.9
_04242_,31.88
_08307_,31.88
_02737_,31.86
_07470_,31.86
_10851_,31.86
_11283_,31.86
_13758_,31.86
_08109_,31.855
_09890_,31.84
_11818_,31.84
_01870_,31.82
_11944_,31.82
_13310_,31.82
_06216_,31.8
_06292_,31.78
_02235_,31.75
_07432_,31.74
_09799_,31.74
_12274_,31.74
_04058_,31.72
_08841_,31.72
count_instr\[13\],31.72
_13402_,31.71
_02647_,31.7
_09793_,31.7
_11163_,31.7
_11714_,31.69
_02014_,31.68
_14555_,31.68
_02467_,31.675
_01747_,31.66
_11020_,31.66
_13716_,31.66
_09623_,31.65
_11965_,31.64
_04679_,31.62
_07190_,31.62
_09631_,31.6
_09858_,31.6
_13697_,31.59
_11257_,31.58
_12278_,31.58
_03996_,31.56
_10044_,31.56
_05034_,31.55
_09965_,31.54
_10122_,31.54
_06484_,31.46
_10935_,31.46
cpuregs\[2\]\[0\],31.46
_08953_,31.44
cpuregs\[11\]\[3\],31.44
_01332_,31.425
_10667_,31.42
_14432_,31.42
_04487_,31.415
_04306_,31.38
instr_sll,31.38
_02892_,31.36
_05309_,31.36
_14142_,31.36
_09754_,31.34
_11653_,31.34
cpuregs\[16\]\[24\],31.34
_04563_,31.32
_03907_,31.3
_03971_,31.3
_06906_,31.3
_03586_,31.28
_12361_,31.28
_12982_,31.26
_00065_,31.245
_11359_,31.24
_03097_,31.22
_03410_,31.22
_03277_,31.2
_12149_,31.2
_12495_,31.2
_07975_,31.19
_02553_,31.18
_04874_,31.18
_03531_,31.17
_04483_,31.14
_06664_,31.1
_13687_,31.1
_05020_,31.08
_07117_,31.08
_06519_,31.03
_06747_,31
reg_out\[26\],31
_07630_,30.98
_12156_,30.97
_07218_,30.96
_12770_,30.96
_01776_,30.95
_07396_,30.94
_09293_,30.94
_10419_,30.92
alu_shr\[25\],30.92
_07690_,30.9
_13054_,30.9
_14801_,30.9
_11601_,30.88
_07039_,30.85
_07158_,30.84
_07601_,30.84
_09555_,30.84
_03471_,30.82
_13487_,30.82
_02798_,30.74
_04281_,30.74
_07761_,30.74
_14007_,30.74
_12986_,30.72
_00626_,30.705
count_instr\[47\],30.7
_09041_,30.68
_14468_,30.67
_01975_,30.66
_05086_,30.66
_01659_,30.64
_03334_,30.62
_10271_,30.62
_12048_,30.6
count_instr\[32\],30.6
_09015_,30.58
_13496_,30.58
_09237_,30.56
_12929_,30.56
_13415_,30.56
_03755_,30.55
_07594_,30.54
_11893_,30.54
_04505_,30.52
_04538_,30.52
_05342_,30.52
_13882_,30.52
_14006_,30.52
_09472_,30.51
_14033_,30.5
_04565_,30.48
_10484_,30.48
_13306_,30.48
_13439_,30.47
_03939_,30.455
_01849_,30.44
_02741_,30.44
_04652_,30.44
_13140_,30.42
_13246_,30.42
reg_out\[27\],30.42
net338,30.42
_13578_,30.4
_13960_,30.4
_03719_,30.345
_03883_,30.34
_02478_,30.32
_12856_,30.32
cpuregs\[13\]\[23\],30.32
_11725_,30.3
_12934_,30.3
_14167_,30.3
_14083_,30.295
_09659_,30.28
_13328_,30.26
_02152_,30.24
_03138_,30.24
_04614_,30.24
_10104_,30.24
_14669_,30.24
reg_out\[29\],30.24
_03358_,30.22
_07707_,30.22
_13305_,30.22
_02355_,30.2
_04511_,30.2
_12815_,30.2
_13152_,30.2
_14706_,30.2
_03183_,30.18
_03858_,30.16
_07123_,30.12
_09986_,30.12
_12351_,30.12
_09268_,30.1
_02406_,30.08
_04494_,30.08
_09605_,30.08
_13100_,30.08
_13855_,30.05
reg_out\[25\],30.03
_02281_,30
_04853_,30
_05114_,30
_12452_,30
_13044_,30
_02747_,29.98
_14470_,29.98
_14624_,29.96
_05029_,29.94
_07360_,29.92
_11261_,29.92
_02059_,29.88
cpuregs\[18\]\[15\],29.88
_07063_,29.86
_12496_,29.86
_13251_,29.86
_07983_,29.84
_03153_,29.82
_12834_,29.82
_13409_,29.82
_06300_,29.78
_11938_,29.78
_01962_,29.74
_02468_,29.72
count_instr\[12\],29.72
_06766_,29.7
_09767_,29.7
_13014_,29.7
_13388_,29.7
_11192_,29.66
_11577_,29.66
_14278_,29.66
alu_shl\[14\],29.64
_02560_,29.62
_07452_,29.62
_13381_,29.62
_14079_,29.62
_10704_,29.6
count_instr\[10\],29.6
_03016_,29.58
_08065_,29.58
_11991_,29.58
_03613_,29.56
_12935_,29.54
_14326_,29.54
_13717_,29.53
reg_next_pc\[14\],29.52
_11525_,29.5
_02262_,29.48
_02124_,29.45
_09545_,29.44
_13782_,29.44
_11511_,29.4
_12568_,29.4
count_cycle\[28\],29.4
_06986_,29.38
_14776_,29.365
_05399_,29.36
_10833_,29.36
_11630_,29.36
_09061_,29.355
_07337_,29.345
_14772_,29.325
_08680_,29.32
_12895_,29.32
_13556_,29.32
_02604_,29.3
_14275_,29.3
instr_slli,29.3
_12588_,29.28
_12722_,29.28
_04724_,29.26
_07222_,29.26
_13607_,29.24
_14070_,29.24
_01279_,29.235
_07309_,29.22
_13949_,29.18
_02352_,29.16
instr_sw,29.16
_13265_,29.155
_06409_,29.14
_07924_,29.14
_03365_,29.08
_10538_,29.08
_12958_,29.08
_03560_,29.06
_04417_,29.06
_04755_,29.06
_03873_,29.02
_03086_,28.98
_13254_,28.96
_05048_,28.94
_05262_,28.94
net286,28.94
_08111_,28.93
_05032_,28.92
_08297_,28.92
_13155_,28.92
_14611_,28.92
instr_lbu,28.92
_14790_,28.905
_06118_,28.9
_06312_,28.9
_09778_,28.9
_10845_,28.9
_07580_,28.89
_11837_,28.88
_13721_,28.87
_09716_,28.86
_11435_,28.86
_08483_,28.84
_14109_,28.84
_00030_,28.82
_13247_,28.82
_03116_,28.8
_04408_,28.78
count_instr\[28\],28.78
_14038_,28.76
_01504_,28.74
_04589_,28.74
_14442_,28.72
_02492_,28.7
_04613_,28.7
clknet_leaf_156_clk,28.7
_02461_,28.68
_08678_,28.68
_02926_,28.66
count_instr\[16\],28.64
_03114_,28.6
_09701_,28.57
_04128_,28.56
_12042_,28.56
_13023_,28.54
_13883_,28.54
mem_rdata_q\[0\],28.54
_01366_,28.5
_14374_,28.5
_03852_,28.48
_10914_,28.48
_01271_,28.445
_14788_,28.445
_10953_,28.44
_12940_,28.42
reg_next_pc\[9\],28.42
_14752_,28.405
_06119_,28.4
_11617_,28.4
_14672_,28.375
_04193_,28.37
_05358_,28.36
_09159_,28.36
_11796_,28.36
_12101_,28.32
_12268_,28.32
count_cycle\[52\],28.32
_02677_,28.31
_08534_,28.28
_01667_,28.26
_06842_,28.26
_12745_,28.26
_13003_,28.26
_03568_,28.24
_04194_,28.24
_01727_,28.22
_07171_,28.22
_09292_,28.22
mem_rdata[18],28.22
_11688_,28.2
_14755_,28.185
_01796_,28.16
_13646_,28.14
_14521_,28.14
_12162_,28.13
cpuregs\[19\]\[10\],28.12
_04695_,28.1
_10242_,28.1
_12342_,28.06
_13303_,28.06
_13642_,28.06
_12947_,28.055
_04572_,28.04
_02001_,28.02
_04338_,28.02
_06889_,28.02
_07815_,28.02
_09642_,28.02
_11243_,28
_02359_,27.98
_05023_,27.98
_03394_,27.94
_05327_,27.94
_10763_,27.94
_02511_,27.93
_09438_,27.92
_13755_,27.92
_10801_,27.9
_13879_,27.9
_02826_,27.88
_04295_,27.88
_04754_,27.88
_14351_,27.88
_01657_,27.84
_04254_,27.84
_10315_,27.84
_07257_,27.82
_09318_,27.82
_02558_,27.8
_09925_,27.8
alu_shl\[6\],27.8
_03611_,27.78
_03617_,27.78
_07184_,27.78
_09961_,27.775
_03865_,27.76
_08735_,27.76
_02162_,27.74
_03805_,27.72
_11436_,27.72
_02813_,27.66
_04362_,27.66
_12679_,27.66
count_instr\[17\],27.66
_12569_,27.64
_13771_,27.62
_14744_,27.62
_07697_,27.6
_09138_,27.6
_13861_,27.6
_14104_,27.6
alu_shr\[29\],27.58
_04101_,27.575
_10811_,27.56
_11798_,27.56
_02172_,27.54
_02981_,27.54
_13869_,27.54
_12021_,27.535
count_cycle\[38\],27.52
_04696_,27.5
_13856_,27.5
_12906_,27.49
_02978_,27.48
_04894_,27.48
_12004_,27.48
_01683_,27.46
_12601_,27.46
_13834_,27.46
_02605_,27.44
_09810_,27.44
_12494_,27.44
_12560_,27.44
_12702_,27.44
cpuregs\[16\]\[27\],27.44
reg_next_pc\[12\],27.42
mem_rdata_q\[27\],27.4
_02208_,27.39
_11988_,27.39
_07491_,27.38
_14708_,27.36
_00071_,27.345
_09042_,27.34
_09600_,27.34
timer\[30\],27.34
_11764_,27.33
_12610_,27.32
_12825_,27.32
_02637_,27.3
_05497_,27.3
_12604_,27.3
_05015_,27.28
decoded_imm\[15\],27.28
_10754_,27.26
_05121_,27.24
_12199_,27.24
_12594_,27.24
_13219_,27.24
_13483_,27.24
count_cycle\[17\],27.24
cpuregs\[1\]\[5\],27.24
_04663_,27.22
cpuregs\[7\]\[12\],27.22
_09270_,27.2
_02032_,27.18
_03785_,27.18
_07728_,27.18
_10378_,27.18
_11691_,27.18
_13214_,27.18
_13396_,27.18
_03866_,27.16
_05081_,27.16
_07383_,27.16
_09194_,27.16
_11467_,27.16
count_instr\[2\],27.16
_11416_,27.14
_01078_,27.12
_04840_,27.12
_02486_,27.1
_11371_,27.1
_13151_,27.1
_14778_,27.065
_02789_,27.06
_04206_,27.06
_09031_,27.06
_13352_,27.06
_12838_,27.04
_13410_,27.03
_08073_,27.02
_11230_,27.02
_12407_,27.02
_04185_,26.98
_08804_,26.98
_09674_,26.98
_11660_,26.98
_14784_,26.965
_02119_,26.96
_06315_,26.96
_08598_,26.96
_12040_,26.96
_13273_,26.96
_04579_,26.92
_09227_,26.88
_13497_,26.88
count_cycle\[13\],26.84
_04583_,26.82
_08806_,26.82
_13136_,26.8
_07450_,26.795
_02128_,26.78
_03488_,26.76
_03632_,26.76
_03523_,26.74
_07014_,26.74
net348,26.74
_06772_,26.72
_11909_,26.72
_12174_,26.72
_12898_,26.68
_13006_,26.68
_03898_,26.66
_08989_,26.66
_13104_,26.66
_03728_,26.64
_03950_,26.64
_09140_,26.64
_09416_,26.64
_09552_,26.64
_14223_,26.64
_03796_,26.62
_10746_,26.62
_13823_,26.61
_10569_,26.6
_12459_,26.595
_07611_,26.58
_11927_,26.58
_06294_,26.56
_06476_,26.56
_09388_,26.56
_09738_,26.54
_10075_,26.54
_06207_,26.52
_11731_,26.52
_12403_,26.52
_10865_,26.465
_10385_,26.46
_09528_,26.44
_13770_,26.44
_14605_,26.44
_01905_,26.42
_02412_,26.42
_14736_,26.405
_07041_,26.4
_08491_,26.4
_12134_,26.4
_12873_,26.4
_14700_,26.4
_14718_,26.4
_05017_,26.38
_05044_,26.375
_01610_,26.36
_03480_,26.36
_08512_,26.36
_13339_,26.36
_01130_,26.345
_04937_,26.34
reg_out\[16\],26.34
_02591_,26.32
_04205_,26.32
_10903_,26.32
_12200_,26.32
_09628_,26.305
_02477_,26.3
count_cycle\[19\],26.3
_02070_,26.28
_06486_,26.28
count_cycle\[40\],26.28
_01608_,26.26
_06213_,26.26
_09423_,26.26
_14549_,26.25
_12026_,26.24
_03687_,26.22
_09485_,26.2
_13485_,26.18
alu_add_sub\[11\],26.18
cpuregs\[17\]\[1\],26.18
_03694_,26.16
_04454_,26.16
_04524_,26.16
_13597_,26.16
clknet_leaf_155_clk,26.16
_04180_,26.14
_07908_,26.14
_10770_,26.14
_11442_,26.12
_09413_,26.1
_09899_,26.1
_12992_,26.1
_13476_,26.09
_02898_,26.06
_04087_,26.04
_11942_,26.04
_14580_,26.04
_13274_,26.02
count_instr\[59\],26.02
_00638_,26.015
_13999_,26
_06858_,25.98
_08795_,25.98
_09848_,25.98
_12147_,25.98
_13880_,25.98
_02921_,25.96
_08584_,25.96
_03235_,25.94
_10919_,25.94
_11489_,25.94
_13484_,25.94
_13681_,25.94
cpuregs\[1\]\[31\],25.94
_13436_,25.92
_14300_,25.92
_03350_,25.9
_05240_,25.9
_05376_,25.9
_04167_,25.86
_01525_,25.84
_04455_,25.84
_09231_,25.84
_08450_,25.82
_11594_,25.8
_12335_,25.8
_13025_,25.8
_13664_,25.8
_14138_,25.8
count_instr\[44\],25.78
cpuregs\[11\]\[24\],25.78
_03352_,25.76
_11633_,25.76
_13213_,25.76
_04060_,25.74
_03339_,25.72
_13511_,25.72
_13873_,25.72
_14795_,25.705
_02697_,25.7
_05946_,25.7
_02272_,25.68
_10251_,25.68
_12288_,25.68
_14466_,25.68
_09236_,25.64
_10856_,25.64
_11463_,25.64
instr_slti,25.64
_12008_,25.59
_04081_,25.56
_10065_,25.56
_14039_,25.56
_07365_,25.54
_02009_,25.52
_13376_,25.52
_13395_,25.51
_09020_,25.5
_09322_,25.5
_12707_,25.5
net380,25.485
_02711_,25.48
_04082_,25.48
count_instr\[14\],25.48
count_instr\[50\],25.48
cpuregs\[11\]\[18\],25.48
_03588_,25.46
_07608_,25.44
_07906_,25.44
_13615_,25.44
_06776_,25.42
_12262_,25.42
_02870_,25.38
_12259_,25.38
_06325_,25.36
_04925_,25.34
_13105_,25.34
count_cycle\[59\],25.34
count_cycle\[32\],25.325
_10593_,25.32
_11047_,25.32
_01070_,25.3
_03923_,25.3
_06357_,25.3
_01542_,25.28
_03881_,25.26
_07280_,25.26
_01841_,25.24
_07168_,25.22
count_cycle\[46\],25.22
_13160_,25.2
_03474_,25.18
_09079_,25.18
_09278_,25.18
_04347_,25.16
_06206_,25.16
_09874_,25.16
_02909_,25.14
_07591_,25.14
_10198_,25.14
_11570_,25.14
_13020_,25.14
_13554_,25.14
_13696_,25.14
_04016_,25.12
_09862_,25.08
_13783_,25.08
_13027_,25.07
_12811_,25.06
_01806_,25.04
_12142_,25.04
_10785_,25.02
_11533_,25.02
_12260_,25.02
cpuregs\[7\]\[17\],25.02
reg_out\[28\],25.02
_03387_,25
_04271_,25
_11505_,25
_12519_,25
_13063_,25
_02113_,24.98
_07296_,24.98
_13019_,24.98
_06215_,24.96
_07178_,24.96
_11852_,24.96
_07254_,24.94
_09449_,24.94
_09612_,24.94
_10032_,24.94
_13263_,24.94
_13502_,24.94
_03655_,24.92
_14085_,24.92
_14472_,24.92
_08555_,24.91
_06304_,24.9
_13618_,24.9
cpuregs\[13\]\[19\],24.9
_09579_,24.88
_11599_,24.88
_11804_,24.88
_14614_,24.87
_01550_,24.86
_07330_,24.86
count_instr\[34\],24.86
_04581_,24.84
_13987_,24.84
alu_shr\[6\],24.84
_04335_,24.82
_07378_,24.82
instr_bltu,24.805
_06580_,24.795
_04648_,24.78
_12550_,24.78
_01735_,24.76
_09390_,24.76
_12091_,24.735
_05352_,24.72
_07755_,24.72
_14743_,24.72
_06310_,24.7
_13383_,24.7
alu_shl\[2\],24.7
_02420_,24.68
_02500_,24.68
_04757_,24.68
_12836_,24.68
_13712_,24.68
_13524_,24.66
_06673_,24.65
_02345_,24.64
_02801_,24.64
_11605_,24.64
_02594_,24.62
_03174_,24.62
_07032_,24.6
_12682_,24.6
count_instr\[57\],24.6
_04534_,24.58
mem_rdata_q\[12\],24.58
_03780_,24.56
_04387_,24.56
_05316_,24.56
_13196_,24.56
_01827_,24.54
_03031_,24.54
_14602_,24.54
_14640_,24.54
_13351_,24.52
_07781_,24.5
_03709_,24.49
_01587_,24.48
_04564_,24.47
_04374_,24.46
_05334_,24.46
_10870_,24.46
_11512_,24.46
_12458_,24.46
_11939_,24.45
_01545_,24.44
_01981_,24.44
_04270_,24.44
_04740_,24.44
_07799_,24.42
_08968_,24.42
_13906_,24.42
_14179_,24.42
_10092_,24.4
_14254_,24.4
_10681_,24.38
_13057_,24.38
_02115_,24.36
_09846_,24.36
cpuregs\[18\]\[28\],24.36
_02168_,24.34
_05985_,24.34
_09355_,24.34
_11309_,24.34
_13727_,24.34
cpuregs\[4\]\[25\],24.34
_02896_,24.32
_08468_,24.32
_11812_,24.32
_06113_,24.3
_09226_,24.3
_03345_,24.28
_04053_,24.28
_04186_,24.28
_05063_,24.28
_06855_,24.26
_12299_,24.26
alu_shr\[27\],24.26
_07269_,24.24
_03462_,24.22
_04443_,24.22
_14185_,24.22
clknet_leaf_154_clk,24.22
_08573_,24.205
_03770_,24.2
_05068_,24.2
_12222_,24.2
reg_out\[24\],24.2
_03141_,24.18
_13542_,24.18
_13780_,24.18
cpuregs\[7\]\[25\],24.18
_02964_,24.12
_06299_,24.08
_12321_,24.08
_01560_,24.06
_04868_,24.06
_06996_,24.06
_01908_,24.04
_05010_,24.04
_12140_,24.04
_14447_,24.04
_09658_,24.03
count_cycle\[35\],24.02
_02264_,24.01
_04412_,24
count_cycle\[14\],24
_12098_,23.98
_12880_,23.98
_09561_,23.96
_13557_,23.96
_14385_,23.96
_04548_,23.94
cpuregs\[7\]\[15\],23.94
_03225_,23.92
_13708_,23.92
net474,23.92
_11689_,23.915
_01651_,23.9
_05031_,23.9
net379,23.9
_04849_,23.88
_09428_,23.88
_12606_,23.88
_02895_,23.86
_11331_,23.86
_11918_,23.86
_14352_,23.86
_00070_,23.845
_00098_,23.845
_07939_,23.84
_09112_,23.84
_14235_,23.84
_07201_,23.82
_04977_,23.8
_08350_,23.8
_09891_,23.78
_03456_,23.76
_04617_,23.76
_05195_,23.76
_11328_,23.74
_12921_,23.74
_13658_,23.725
_01753_,23.72
_06329_,23.72
_09255_,23.7
_04544_,23.68
_10034_,23.68
_01553_,23.66
_04373_,23.66
_04537_,23.66
_08329_,23.66
_08916_,23.66
_11609_,23.66
alu_shl\[1\],23.66
_01582_,23.64
_02138_,23.64
_03448_,23.64
_06834_,23.64
_09975_,23.64
_12246_,23.64
instr_blt,23.64
_03935_,23.62
_04165_,23.62
reg_next_pc\[8\],23.62
_13108_,23.6
_12901_,23.58
cpuregs\[11\]\[5\],23.58
_10394_,23.56
_04170_,23.545
_10226_,23.54
count_cycle\[20\],23.54
_12055_,23.52
_07461_,23.5
_07718_,23.5
_10053_,23.5
_13591_,23.5
_03002_,23.48
_04467_,23.48
_12028_,23.48
_04110_,23.455
_04070_,23.44
_13522_,23.44
_12673_,23.43
_01808_,23.42
_08620_,23.42
_11634_,23.42
_13570_,23.42
_11895_,23.4
_12100_,23.4
_13551_,23.4
_14084_,23.4
_13123_,23.38
_10184_,23.36
_06696_,23.34
_06750_,23.34
_14428_,23.34
count_cycle\[61\],23.34
_02920_,23.3
_03240_,23.3
_13090_,23.3
_04606_,23.28
_10956_,23.28
_12122_,23.28
_12334_,23.28
_13340_,23.28
alu_out_q\[30\],23.28
_08567_,23.26
cpuregs\[2\]\[5\],23.26
net341,23.26
_11808_,23.25
_12546_,23.24
_09107_,23.22
_10635_,23.22
_11085_,23.22
_01663_,23.2
_07047_,23.2
_11867_,23.2
_07430_,23.185
_01891_,23.18
_03672_,23.18
_11926_,23.18
_12121_,23.18
_09670_,23.17
_06205_,23.16
_08565_,23.14
_13719_,23.14
_05361_,23.1
_06670_,23.1
_09511_,23.1
_13373_,23.1
_02766_,23.08
cpuregs\[5\]\[22\],23.07
_02201_,23.06
_02706_,23.06
_03988_,23.06
_14037_,23.06
_06347_,23.04
_07397_,23.04
_07775_,23.02
_13722_,23.02
_00094_,23.005
_04451_,23
_04377_,22.98
_05237_,22.98
_03494_,22.96
_08679_,22.96
_09304_,22.96
_09915_,22.96
_13886_,22.96
_14163_,22.96
_14229_,22.96
_01666_,22.94
_13216_,22.94
mem_rdata[15],22.94
net337,22.94
_03803_,22.92
_06639_,22.92
_10325_,22.92
instr_srl,22.92
_06024_,22.9
count_cycle\[30\],22.9
_04265_,22.89
_01896_,22.88
_07011_,22.88
_07370_,22.88
_09633_,22.88
_02796_,22.86
_06301_,22.86
_01895_,22.84
_02268_,22.84
_12170_,22.84
_13064_,22.84
_13109_,22.84
alu_shl\[8\],22.84
_09253_,22.8
_05293_,22.76
_08344_,22.76
_01914_,22.74
_07285_,22.725
_01717_,22.72
_03571_,22.72
_04569_,22.72
_03634_,22.7
_06397_,22.7
_11360_,22.68
_12072_,22.68
_02830_,22.66
_06491_,22.66
_06953_,22.64
_07588_,22.64
_02852_,22.62
_04607_,22.62
_12298_,22.62
_13167_,22.62
_13299_,22.62
_14236_,22.62
alu_shr\[31\],22.62
_02061_,22.6
_01564_,22.58
_07475_,22.58
_09346_,22.56
_09434_,22.56
_01948_,22.54
_03821_,22.54
_12197_,22.54
_04796_,22.52
_10660_,22.52
_10362_,22.5
_14034_,22.5
_11194_,22.49
_01898_,22.48
_06918_,22.48
_13126_,22.48
_13682_,22.48
_01678_,22.46
_02154_,22.46
_04098_,22.46
_04707_,22.46
_06718_,22.44
_07381_,22.44
_08583_,22.44
_10769_,22.44
_11343_,22.42
_13902_,22.42
_01681_,22.4
_04568_,22.4
cpuregs\[7\]\[2\],22.39
_07081_,22.38
_10942_,22.38
_11419_,22.38
_11496_,22.38
_13884_,22.38
count_instr\[61\],22.38
_09803_,22.36
_03609_,22.34
_10756_,22.34
_13289_,22.34
_12527_,22.32
_09535_,22.3
_12826_,22.3
_02216_,22.28
_11332_,22.28
_01941_,22.26
_02712_,22.26
_04085_,22.26
_12967_,22.26
_02321_,22.24
_06844_,22.24
_08349_,22.24
_08632_,22.24
_12941_,22.24
cpuregs\[9\]\[7\],22.24
_08108_,22.22
_12980_,22.22
_04625_,22.18
_11822_,22.18
_12401_,22.18
count_instr\[53\],22.18
_08449_,22.165
_10011_,22.16
_11590_,22.16
count_cycle\[36\],22.16
_03162_,22.14
_04916_,22.14
_13452_,22.14
reg_out\[12\],22.14
_10317_,22.12
_13043_,22.12
_13579_,22.12
_13444_,22.1
_04255_,22.08
_05047_,22.08
_02518_,22.06
_04421_,22.06
alu_shl\[13\],22.06
_14403_,22.05
_02765_,22.04
_12052_,22.04
_03154_,22.02
_13437_,22.02
_02530_,22
_04885_,22
_06861_,22
_10067_,22
_12031_,22
_13454_,22
cpuregs\[19\]\[8\],22
_07175_,21.98
_02427_,21.96
_11071_,21.96
_12824_,21.96
cpuregs\[9\]\[9\],21.96
_13663_,21.94
_14577_,21.94
_07224_,21.92
_12418_,21.92
_01778_,21.88
reg_out\[20\],21.88
_13029_,21.86
_14628_,21.86
_05301_,21.84
_06683_,21.84
_11642_,21.84
_06757_,21.815
_01594_,21.8
_01952_,21.8
_02652_,21.8
_04054_,21.8
_06429_,21.8
_06546_,21.8
_02822_,21.76
_12378_,21.76
_14004_,21.76
_06800_,21.755
_12773_,21.75
_08079_,21.74
_06727_,21.72
_12686_,21.71
_02816_,21.7
_03761_,21.7
_03868_,21.7
_10220_,21.7
_12991_,21.7
_13740_,21.7
_02402_,21.68
_11013_,21.68
_12837_,21.68
cpuregs\[4\]\[7\],21.68
alu_out_q\[18\],21.66
count_instr\[11\],21.66
_11622_,21.64
_01500_,21.62
_09026_,21.62
_13464_,21.61
